Key,Practice,Area,Knowledge,Data_Munging,Data_Ingestion,Visualisation,Statistics,Machine_Learning,Text_Mining,Big_Data,Python,R,Hadoop
325,Analytics,Python,2.Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,4 - Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
326,Analytics,Python,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
327,Analytics,Python,2.Limited knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge
328,Analytics,Python,3.Moderate knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge
329,Analytics,R,2.Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge,5 - Extensive knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
330,Analytics,R,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
331,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
332,Analytics,R,4.Substantial knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge
333,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
334,Analytics,R,1.No knowledge,4 - Substantial knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
335,Analytics,R,3.Moderate knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
336,Analytics,R,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge
337,Analytics,R,2.Limited knowledge,1 - No knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
338,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
339,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
340,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
341,Customer Experience,R,4.Substantial knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,2 - Limited knowledge
342,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
343,Analytics,R,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge
344,Analytics,R,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
345,Analytics,R,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
346,Customer Experience,R,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
347,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
348,Analytics,R,3.Moderate knowledge,1 - No knowledge ,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge
349,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
350,Customer Experience,R,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
351,Analytics,R,4.Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,5 - Extensive knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge
352,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
353,Customer Experience,R,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
354,Customer Experience,R,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
355,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
356,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
357,Analytics,R,1.No knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
358,Analytics,R,2.Limited knowledge,1 - No knowledge ,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge
359,Customer Experience,R,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
360,Analytics,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
361,Customer Experience,R,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
362,Customer Experience,R,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge
363,Analytics,R,2.Limited knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
364,Analytics,R,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge
365,Analytics,R,3.Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
366,Analytics,R,3.Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,4 - Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
367,Analytics,R,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
368,Analytics,R,2.Limited knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge
369,Analytics,R,4.Substantial knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge
370,Analytics,Hadoop,1.No knowledge,4 - Substantial knowledge,2 - Limited knowledge,5 - Extensive knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
371,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
372,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
373,Analytics,Hadoop,3.Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge
374,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
375,Analytics,Hadoop,1.No knowledge,4 - Substantial knowledge,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
376,Analytics,Hadoop,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
377,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge
378,Analytics,Hadoop,2.Limited knowledge,1 - No knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
379,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
380,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
381,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
382,Customer Experience,Hadoop,2.Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,4 - Substantial knowledge,2 - Limited knowledge
383,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
384,Analytics,Hadoop,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge
385,Analytics,Hadoop,4.Substantial knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
386,Analytics,Hadoop,1.No knowledge,2 - Limited knowledge ,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
387,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
388,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
389,Analytics,Hadoop,2.Limited knowledge,1 - No knowledge ,4 - Substantial knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge
390,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
391,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
392,Analytics,Hadoop,2.Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,5 - Extensive knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge,4 - Substantial knowledge,2 - Limited knowledge
393,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
394,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
395,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge
396,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
397,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
398,Analytics,Hadoop,1.No knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
399,Analytics,Hadoop,3.Moderate knowledge,1 - No knowledge ,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge
400,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
401,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,3 - Moderate knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
402,Customer Experience,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge,1 - No knowledge
403,Customer Experience,Hadoop,2.Limited knowledge,2 - Limited knowledge ,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge
404,Analytics,Hadoop,1.No knowledge,1 - No knowledge ,1 - No knowledge,3 - Moderate knowledge,4 - Substantial knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge
405,Analytics,Hadoop,3.Moderate knowledge,1 - No knowledge ,2 - Limited knowledge,2 - Limited knowledge,3 - Moderate knowledge,1 - No knowledge,2 - Limited knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,3 - Moderate knowledge
406,Analytics,Hadoop,1.No knowledge,3 - Moderate knowledge,2 - Limited knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,1 - No knowledge,3 - Moderate knowledge,1 - No knowledge
407,Analytics,Hadoop,4.Substantial knowledge,3 - Moderate knowledge,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,4 - Substantial knowledge,4 - Substantial knowledge,4 - Substantial knowledge,2 - Limited knowledge,3 - Moderate knowledge,4 - Substantial knowledge
408,Analytics,Hadoop,2.Limited knowledge,1 - No knowledge ,2 - Limited knowledge,4 - Substantial knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,1 - No knowledge,2 - Limited knowledge,2 - Limited knowledge
409,Analytics,Hadoop,2.Limited knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,5 - Extensive knowledge,2 - Limited knowledge,4 - Substantial knowledge,3 - Moderate knowledge,2 - Limited knowledge,2 - Limited knowledge,2 - Limited knowledge
410,Analytics,Hadoop,4.Substantial knowledge,2 - Limited knowledge ,3 - Moderate knowledge,3 - Moderate knowledge,4 - Substantial knowledge,2 - Limited knowledge,2 - Limited knowledge,5 - Extensive knowledge,3 - Moderate knowledge,4 - Substantial knowledge,4 - Substantial knowledge
